date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:07:58	292985/292985	---M-Z	200	added ('OK')	text/html	etag:W/%225e140c5fc1581488a390c2742bf28379%22	https://nhanmavach.com/	D:/Copy_Web/Clone_PDA/nhanmavach.com/index.html	(from )
15:07:58	223/223	---M-Z	200	added ('OK')	text/plain	etag:W/%2235ecdb7c8b87b2e70d48d9748790e536%22	https://nhanmavach.com/robots.txt		(from )
15:07:58	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2030%20May%202024%2008:08:00%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/Copy_Web/Clone_PDA/www.googletagmanager.com/gtm.05445.delayed	(from https://nhanmavach.com/)
15:07:59	4711/4711	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Mar%202024%2004:19:15%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/favicon.png?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/favicon3f27.png	(from https://nhanmavach.com/)
15:08:00	121200/121200	---MCZ	200	added ('OK')	text/css	date:Wed,%2015%20May%202024%2002:42:30%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/bootstrap-min.css?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/bootstrap-min3f27.css	(from https://nhanmavach.com/)
15:08:00	3721/3721	---MCZ	200	added ('OK')	text/css	date:Sat,%2023%20Mar%202024%2019:38:36%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/owl.carousel.min.css?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/owl.carousel.min3f27.css	(from https://nhanmavach.com/)
15:08:00	68572/68572	---MCZ	200	added ('OK')	text/css	date:Sat,%2030%20Mar%202024%2009:25:52%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/base.scss.css?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/base.scss3f27.css	(from https://nhanmavach.com/)
15:08:01	102988/102988	---MCZ	200	added ('OK')	text/css	date:Wed,%2010%20Apr%202024%2002:18:13%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/style.scss.css?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/style.scss3f27.css	(from https://nhanmavach.com/)
15:08:01	8263/8263	---MCZ	200	added ('OK')	text/css	date:Sat,%2030%20Mar%202024%2005:25:12%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/module.scss.css?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/module.scss3f27.css	(from https://nhanmavach.com/)
15:08:02	14289/14289	---MCZ	200	added ('OK')	text/css	date:Thu,%2030%20May%202024%2008:08:03%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/responsive.scss.css?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/responsive.scss3f27.css	(from https://nhanmavach.com/)
15:08:02	243/243	---MCZ	200	added ('OK')	text/css	date:Tue,%2002%20Apr%202024%2014:55:21%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/fix.scss.css?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/fix.scss3f27.css	(from https://nhanmavach.com/)
15:08:02	20972/20972	---MCZ	200	added ('OK')	text/css	date:Sun,%2026%20May%202024%2002:40:59%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/iwish.css?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/iwish3f27.css	(from https://nhanmavach.com/)
15:08:03	221/221	---M--	302	error ('Redirect')	text/html	date:Thu,%2030%20May%202024%2008:08:03%20GMT	http://newproductreviews.sapoapps.vn/assets/js/productreviews.min.js?store=basovietnam.mysapo.net	D:/Copy_Web/Clone_PDA/newproductreviews.sapoapps.vn/assets/js/productreviews.min.ba23a.delayed	(from https://nhanmavach.com/)
15:08:03	82835/82835	---MCZ	200	added ('OK')	application/javascript	etag:W/%22665831b5-14393%22	http://static.zotabox.com/8/9/89e2ffc3dfba56739af9f92fe787242b/widgets.js?store=basovietnam.mysapo.net	D:/Copy_Web/Clone_PDA/static.zotabox.com/8/9/89e2ffc3dfba56739af9f92fe787242b/widgetsa23a.js	(from https://nhanmavach.com/)
15:08:03	319175/319175	---M-Z	200	added ('OK')	application/javascript	etag:%220f6aa87c012da1:0%22	https://newproductreviews.sapoapps.vn/assets/js/productreviews.min.js?store=basovietnam.mysapo.net	D:/Copy_Web/Clone_PDA/newproductreviews.sapoapps.vn/assets/js/productreviews.mina23a.js	(from https://nhanmavach.com/)
15:08:04	191830/191830	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22b09782a43ee17a812711195692ac0861%22	https://nhanmavach.com/s	D:/Copy_Web/Clone_PDA/nhanmavach.com/s	(from https://nhanmavach.com/)
15:08:04	8984/8984	---MCZ	200	added ('OK')	application/javascript	etag:W/%221dab1b1014cd498%22	https://nhanmavach.com/dist/js/stats.min.js?v=96f2ff2	D:/Copy_Web/Clone_PDA/nhanmavach.com/dist/js/stats.minbadf.js	(from https://nhanmavach.com/)
15:08:04	2988/2988	---MCZ	200	added ('OK')	application/javascript	etag:W/%221dab1b1014cfc2c%22	https://nhanmavach.com/dist/js/store_events_listener.min.js?v=8ee4227	D:/Copy_Web/Clone_PDA/nhanmavach.com/dist/js/store_events_listener.min983a.js	(from https://nhanmavach.com/)
15:08:06	7241/7241	---M--	200	added ('OK')	image/png	date:Thu,%2030%20May%202024%2008:08:06%20GMT	http://bizweb.dktcdn.net/thumb/small/100/308/526/themes/802758/assets/logo.png?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/thumb/small/100/308/526/themes/802758/assets/logo3f27.png	(from https://nhanmavach.com/)
15:08:08	193159/193159	---M-Z	200	added ('OK')	text/html	etag:W/%222f2d498cd53a2d439a0aeb9297993628%22	https://nhanmavach.com/cart	D:/Copy_Web/Clone_PDA/nhanmavach.com/cart.html	(from https://nhanmavach.com/)
15:08:08	3263/3263	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Apr%202024%2008:50:52%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/carticon.png?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/carticon3f27.png	(from https://nhanmavach.com/)
15:08:08	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2030%20May%202024%2008:08:10%20GMT	https://nhanmavach.com/checkout	D:/Copy_Web/Clone_PDA/nhanmavach.com/checkout	(from https://nhanmavach.com/)
15:08:09	1466/1466	---M--	200	added ('OK')	image/png	date:Thu,%2030%20May%202024%2008:08:10%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/telephone.png?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/telephone3f27.png	(from https://nhanmavach.com/)
15:08:09	196216/196216	---M-Z	200	added ('OK')	text/html	etag:W/%22a5ed5d10b6203c4a58be5c7eaf1ae72a%22	https://nhanmavach.com/lien-he	D:/Copy_Web/Clone_PDA/nhanmavach.com/lien-he.html	(from https://nhanmavach.com/)
15:08:10	1453/1453	---M--	200	added ('OK')	image/png	date:Thu,%2030%20May%202024%2008:08:11%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/placeholder.png?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/placeholder3f27.png	(from https://nhanmavach.com/)
15:08:10	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2030%20May%202024%2008:08:11%20GMT	https://nhanmavach.com/account	D:/Copy_Web/Clone_PDA/nhanmavach.com/account	(from https://nhanmavach.com/)
15:08:11	195260/195260	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2008:08:12%20GMT	https://nhanmavach.com/account/login?ReturnUrl=%2Faccount	D:/Copy_Web/Clone_PDA/nhanmavach.com/account/logina3b1.html	(from https://nhanmavach.com/)
15:08:12	3334/3334	---M--	200	added ('OK')	image/png	date:Thu,%2030%20May%202024%2008:08:13%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/usericon.png?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/usericon3f27.png	(from https://nhanmavach.com/)
15:08:12	195204/195204	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2008:08:14%20GMT	https://nhanmavach.com/account/login	D:/Copy_Web/Clone_PDA/nhanmavach.com/account/login.html	(from https://nhanmavach.com/)
15:08:13	194980/194980	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20May%202024%2008:08:14%20GMT	https://nhanmavach.com/account/register	D:/Copy_Web/Clone_PDA/nhanmavach.com/account/register.html	(from https://nhanmavach.com/)
15:08:14	295806/295806	---M-Z	200	added ('OK')	text/html	etag:W/%224664c0a749287aa1482fe97353c02cef%22	https://nhanmavach.com/may-in-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-in-ma-vach.html	(from https://nhanmavach.com/)
15:08:15	286982/286982	---M-Z	200	added ('OK')	text/html	etag:W/%22ff4e38a5df633b8d6e9ebac43adb08fc%22	https://nhanmavach.com/may-in-ma-vach-zebra	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-in-ma-vach-zebra.html	(from https://nhanmavach.com/)
15:08:15	234341/234341	---M-Z	200	added ('OK')	text/html	etag:W/%22cf73275c7a7db5aa9a825775913f1a30%22	https://nhanmavach.com/may-in-ma-vach-godex	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-in-ma-vach-godex.html	(from https://nhanmavach.com/)
15:08:16	242790/242790	---M-Z	200	added ('OK')	text/html	etag:W/%221052face702208431350056a36e3e781%22	https://nhanmavach.com/may-in-ma-vach-tsc	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-in-ma-vach-tsc.html	(from https://nhanmavach.com/)
15:08:17	246733/246733	---M-Z	200	added ('OK')	text/html	etag:W/%220d2057cea7764cb35fcb59fe8f7e26ea%22	https://nhanmavach.com/may-in-ma-vach-sato	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-in-ma-vach-sato.html	(from https://nhanmavach.com/)
15:08:17	220671/220671	---M-Z	200	added ('OK')	text/html	etag:W/%2264e6cc98d6dd9cf6ee6c726ac30f9839%22	https://nhanmavach.com/may-in-ma-vach-novexx	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-in-ma-vach-novexx.html	(from https://nhanmavach.com/)
15:08:18	229163/229163	---M-Z	200	added ('OK')	text/html	etag:W/%22f87cb433d5d1b2ad3e3e90585ffd6e7d%22	https://nhanmavach.com/may-in-ma-vach-toshiba	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-in-ma-vach-toshiba.html	(from https://nhanmavach.com/)
15:08:19	288988/288988	---M-Z	200	added ('OK')	text/html	etag:W/%22ce6821ec2fd73e3f0dacf7c49dd432c6%22	https://nhanmavach.com/dau-in-may-in-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/dau-in-may-in-ma-vach.html	(from https://nhanmavach.com/)
15:08:20	282878/282878	---M-Z	200	added ('OK')	text/html	etag:W/%225e88aab6d4ce198b8138ee2daa6047b9%22	https://nhanmavach.com/truc-lan-may-in-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/truc-lan-may-in-ma-vach.html	(from https://nhanmavach.com/)
15:08:20	246424/246424	---M-Z	200	added ('OK')	text/html	etag:W/%2285b8c568d35d8bec7fade79130800218%22	https://nhanmavach.com/day-curoa-may-in-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/day-curoa-may-in-ma-vach.html	(from https://nhanmavach.com/)
15:08:21	262146/262146	---M-Z	200	added ('OK')	text/html	etag:W/%228a9c8d238bec3fb2fa5117aa9d9a0da8%22	https://nhanmavach.com/main-may-in-ma-vach-2	D:/Copy_Web/Clone_PDA/nhanmavach.com/main-may-in-ma-vach-2.html	(from https://nhanmavach.com/)
15:08:21	217847/217847	---M-Z	200	added ('OK')	text/html	etag:W/%22b4b4c31ac946c7bdf96aadbe1b307585%22	https://nhanmavach.com/dau-in-may-in-the	D:/Copy_Web/Clone_PDA/nhanmavach.com/dau-in-may-in-the.html	(from https://nhanmavach.com/)
15:08:22	290181/290181	---M-Z	200	added ('OK')	text/html	etag:W/%22ab22e275a1e2a66a7fc300279f3954e1%22	https://nhanmavach.com/linh-kien-may-in	D:/Copy_Web/Clone_PDA/nhanmavach.com/linh-kien-may-in.html	(from https://nhanmavach.com/)
15:08:23	229184/229184	---M-Z	200	added ('OK')	text/html	etag:W/%227eb0c3e7cbeac2a74f96d5e2ebfb2184%22	https://nhanmavach.com/may-in-ma-vach-cu	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-in-ma-vach-cu.html	(from https://nhanmavach.com/)
15:08:23	225998/225998	---M-Z	200	added ('OK')	text/html	etag:W/%22379cd7af997de413c9ec541c3e0f1e72%22	https://nhanmavach.com/may-in-the	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-in-the.html	(from https://nhanmavach.com/)
15:08:24	271452/271452	---M-Z	200	added ('OK')	text/html	etag:W/%22fb86508da1b22139e175701aca286699%22	https://nhanmavach.com/dao-cat-tu-dong-may-in	D:/Copy_Web/Clone_PDA/nhanmavach.com/dao-cat-tu-dong-may-in.html	(from https://nhanmavach.com/)
15:08:24	227436/227436	---M-Z	200	added ('OK')	text/html	etag:W/%229e9ead72d9704ff08cd7c585c4a84549%22	https://nhanmavach.com/gia-do-decal	D:/Copy_Web/Clone_PDA/nhanmavach.com/gia-do-decal.html	(from https://nhanmavach.com/)
15:08:25	291204/291204	---M-Z	200	added ('OK')	text/html	etag:W/%22b427576c0c872f46fb1806940b9622e3%22	https://nhanmavach.com/may-quet-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-quet-ma-vach.html	(from https://nhanmavach.com/)
15:08:26	284799/284799	---M-Z	200	added ('OK')	text/html	etag:W/%224d33e3bb6f8675f59457d33c724b3f5a%22	https://nhanmavach.com/may-quet-ma-vach-zebra	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-quet-ma-vach-zebra.html	(from https://nhanmavach.com/)
15:08:26	286187/286187	---M-Z	200	added ('OK')	text/html	etag:W/%224ca5f6182fa454cc75426481bf7f53c9%22	https://nhanmavach.com/may-quet-ma-vach-honeywell	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-quet-ma-vach-honeywell.html	(from https://nhanmavach.com/)
15:08:27	224499/224499	---M-Z	200	added ('OK')	text/html	etag:W/%222e81b2d07a04d8d0ac14825c237cb42a%22	https://nhanmavach.com/may-quet-ma-vach-kiem-kho-keyence	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-quet-ma-vach-kiem-kho-keyence.html	(from https://nhanmavach.com/)
15:08:28	220993/220993	---M-Z	200	added ('OK')	text/html	etag:W/%227891f785ae7c3ff455ccc1b6980b7169%22	https://nhanmavach.com/may-quet-ma-vach-mars-tohken	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-quet-ma-vach-mars-tohken.html	(from https://nhanmavach.com/)
15:08:29	242848/242848	---M-Z	200	added ('OK')	text/html	etag:W/%22883c802ce0e5e785720f72317ae39d09%22	https://nhanmavach.com/may-kiem-kho	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-kiem-kho.html	(from https://nhanmavach.com/)
15:08:30	236387/236387	---M-Z	200	added ('OK')	text/html	etag:W/%2271418e0e9dcef574a027560cf6a93d11%22	https://nhanmavach.com/may-kiem-tra-chat-luong-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-kiem-tra-chat-luong-ma-vach.html	(from https://nhanmavach.com/)
15:08:31	275836/275836	---M-Z	200	added ('OK')	text/html	etag:W/%2235f48fa12fd528c301a49704817f65d1%22	https://nhanmavach.com/pin-may-quet	D:/Copy_Web/Clone_PDA/nhanmavach.com/pin-may-quet.html	(from https://nhanmavach.com/)
15:08:31	229490/229490	---M-Z	200	added ('OK')	text/html	etag:W/%2234f7f8da6fad58358ea0a098bdee3bad%22	https://nhanmavach.com/cable-may-quet-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/cable-may-quet-ma-vach.html	(from https://nhanmavach.com/)
15:08:32	220682/220682	---M-Z	200	added ('OK')	text/html	etag:W/%2229ecb09f76000874b1e458d19179f6c6%22	https://nhanmavach.com/nguon-may-quet-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/nguon-may-quet-ma-vach.html	(from https://nhanmavach.com/)
15:08:33	290118/290118	---M-Z	200	added ('OK')	text/html	etag:W/%22a215209526e1b03a1a2a20833be86157%22	https://nhanmavach.com/linh-kien-may-quet-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/linh-kien-may-quet-ma-vach.html	(from https://nhanmavach.com/)
15:08:34	228707/228707	---M-Z	200	added ('OK')	text/html	etag:W/%22a0998a060bb62d6012a7e71d3e9cf90a%22	https://nhanmavach.com/phan-mem-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/phan-mem-ma-vach.html	(from https://nhanmavach.com/)
15:08:34	215635/215635	---M-Z	200	added ('OK')	text/html	etag:W/%22db0e3dbaf977464525e6bc2bcca50543%22	https://nhanmavach.com/download-phan-mem-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/download-phan-mem-ma-vach.html	(from https://nhanmavach.com/)
15:08:35	292483/292483	---M-Z	200	added ('OK')	text/html	etag:W/%22cb9507d116c9935748ce4b96dd3d3ed3%22	https://nhanmavach.com/decal-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/decal-ma-vach.html	(from https://nhanmavach.com/)
15:08:36	260995/260995	---M-Z	200	added ('OK')	text/html	etag:W/%22e897e2ca600aa2b40052fb86d2f77226%22	https://nhanmavach.com/decal-pvc-pp-pet	D:/Copy_Web/Clone_PDA/nhanmavach.com/decal-pvc-pp-pet.html	(from https://nhanmavach.com/)
15:08:36	233908/233908	---M-Z	200	added ('OK')	text/html	etag:W/%22c219149974353ca482ff60fb3838a3ce%22	https://nhanmavach.com/decal-xi-bac	D:/Copy_Web/Clone_PDA/nhanmavach.com/decal-xi-bac.html	(from https://nhanmavach.com/)
15:08:36	213250/213250	---M-Z	200	added ('OK')	text/html	etag:W/%22b2e943c9d7da3ffc345d594e1bd7c1e8%22	https://nhanmavach.com/decal-pvc-pet	D:/Copy_Web/Clone_PDA/nhanmavach.com/decal-pvc-pet.html	(from https://nhanmavach.com/)
15:08:37	290097/290097	---M-Z	200	added ('OK')	text/html	etag:W/%2229c1238d9f3a91f0cf1d6703c940d47d%22	https://nhanmavach.com/decal-giay	D:/Copy_Web/Clone_PDA/nhanmavach.com/decal-giay.html	(from https://nhanmavach.com/)
15:08:37	228393/228393	---M-Z	200	added ('OK')	text/html	etag:W/%22f33f3abbbf5cfab8a8314795302eeb23%22	https://nhanmavach.com/giay-in-nhiet	D:/Copy_Web/Clone_PDA/nhanmavach.com/giay-in-nhiet.html	(from https://nhanmavach.com/)
15:08:38	235662/235662	---M-Z	200	added ('OK')	text/html	etag:W/%2291ee47b5de06374891366c8498007ac4%22	https://nhanmavach.com/decal-nhiet	D:/Copy_Web/Clone_PDA/nhanmavach.com/decal-nhiet.html	(from https://nhanmavach.com/)
15:08:39	291069/291069	---M-Z	200	added ('OK')	text/html	etag:W/%22f524611cc0be74d3f5b717c0a005e999%22	https://nhanmavach.com/muc-in-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/muc-in-ma-vach.html	(from https://nhanmavach.com/)
15:08:39	286069/286069	---M-Z	200	added ('OK')	text/html	etag:W/%226660f61be9bd08b954fef06fd89aee71%22	https://nhanmavach.com/muc-in-ma-vach-wax	D:/Copy_Web/Clone_PDA/nhanmavach.com/muc-in-ma-vach-wax.html	(from https://nhanmavach.com/)
15:08:40	288833/288833	---M-Z	200	added ('OK')	text/html	etag:W/%223c259e7991e49b12764385950c9ed688%22	https://nhanmavach.com/muc-in-ma-vach-wax-resin	D:/Copy_Web/Clone_PDA/nhanmavach.com/muc-in-ma-vach-wax-resin.html	(from https://nhanmavach.com/)
15:08:41	289070/289070	---M-Z	200	added ('OK')	text/html	etag:W/%228c84d57acfe8599a7087ae84e209afcd%22	https://nhanmavach.com/muc-in-ma-vach-resin	D:/Copy_Web/Clone_PDA/nhanmavach.com/muc-in-ma-vach-resin.html	(from https://nhanmavach.com/)
15:08:41	219340/219340	---M-Z	200	added ('OK')	text/html	etag:W/%22beeb5e89ff67c4fd0c9b68177d6c88bd%22	https://nhanmavach.com/muc-in-may-in-the	D:/Copy_Web/Clone_PDA/nhanmavach.com/muc-in-may-in-the.html	(from https://nhanmavach.com/)
15:08:42	220617/220617	---M-Z	200	added ('OK')	text/html	etag:W/%22bee5ae83cbc7a727f6001d60cc876190%22	https://nhanmavach.com/muc-in-tto	D:/Copy_Web/Clone_PDA/nhanmavach.com/muc-in-tto.html	(from https://nhanmavach.com/)
15:08:42	234696/234696	---M-Z	200	added ('OK')	text/html	etag:W/%220840b39064a86ac39010b47ae7229470%22	https://nhanmavach.com/may-cuon-tem-nhan-tu-dong	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-cuon-tem-nhan-tu-dong.html	(from https://nhanmavach.com/)
15:08:43	242525/242525	---M-Z	200	added ('OK')	text/html	etag:W/%22f1a83d23c174994971a8755f45333878%22	https://nhanmavach.com/may-boc-tem-tu-dong	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-boc-tem-tu-dong.html	(from https://nhanmavach.com/)
15:08:43	222310/222310	---M-Z	200	added ('OK')	text/html	etag:W/%22fba653f22fa1c25a90044d1759492b59%22	https://nhanmavach.com/dich-vu-in-tem-nhan-decal	D:/Copy_Web/Clone_PDA/nhanmavach.com/dich-vu-in-tem-nhan-decal.html	(from https://nhanmavach.com/)
15:08:44	216078/216078	---M-Z	200	added ('OK')	text/html	etag:W/%22c1eebe374e5605177c38aaed92682b7d%22	https://nhanmavach.com/dich-vu-in-tem-nhan-mau-dang-to	D:/Copy_Web/Clone_PDA/nhanmavach.com/dich-vu-in-tem-nhan-mau-dang-to.html	(from https://nhanmavach.com/)
15:08:44	221370/221370	---M-Z	200	added ('OK')	text/html	etag:W/%221a420766f4547c0c42de3cd0e83540a5%22	https://nhanmavach.com/tag-the-treo-quan-ao	D:/Copy_Web/Clone_PDA/nhanmavach.com/tag-the-treo-quan-ao.html	(from https://nhanmavach.com/)
15:08:45	223991/223991	---M-Z	200	added ('OK')	text/html	etag:W/%2277401baaf6fd5fc43e0c20da384b44cf%22	https://nhanmavach.com/thiet-bi-cong-nghiep	D:/Copy_Web/Clone_PDA/nhanmavach.com/thiet-bi-cong-nghiep.html	(from https://nhanmavach.com/)
15:08:46	223783/223783	---M-Z	200	added ('OK')	text/html	etag:W/%220227f228af60040aa074baf187b1c161%22	https://nhanmavach.com/may-be-decal	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-be-decal.html	(from https://nhanmavach.com/)
15:08:48	222268/222268	---M-Z	200	added ('OK')	text/html	etag:W/%22571529676cf8200635a174e0f18c49e3%22	https://nhanmavach.com/may-chia-cuon-decal	D:/Copy_Web/Clone_PDA/nhanmavach.com/may-chia-cuon-decal.html	(from https://nhanmavach.com/)
15:08:53	12667/12667	---M--	200	added ('OK')	image/gif	date:Thu,%2030%20May%202024%2008:08:55%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/gift-4.gif?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/gift-43f27.gif	(from https://nhanmavach.com/)
15:08:55	222351/222351	---M-Z	200	added ('OK')	text/html	etag:W/%224284e843c7eab0afcd3c08d8e6be3963%22	https://nhanmavach.com/mua-may-in-ma-vach-tang-muc-in	D:/Copy_Web/Clone_PDA/nhanmavach.com/mua-may-in-ma-vach-tang-muc-in.html	(from https://nhanmavach.com/)
15:09:01	3038/3038	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Apr%202024%2008:51:04%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/dot-circle.png?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/dot-circle3f27.png	(from https://nhanmavach.com/)
15:09:04	334712/334712	---M-Z	200	added ('OK')	text/html	etag:W/%2226860c03b86c6fd9eed12fe49b9743cb%22	https://nhanmavach.com/collections/all	D:/Copy_Web/Clone_PDA/nhanmavach.com/collections/all.html	(from https://nhanmavach.com/)
15:09:09	3134/3134	---M--	200	added ('OK')	image/png	date:Thu,%2030%20May%202024%2008:09:11%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/money-yellow.png?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/money-yellow3f27.png	(from https://nhanmavach.com/)
15:09:09	3079/3079	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Mar%202024%2022:00:16%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/ringbell.png?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/ringbell3f27.png	(from https://nhanmavach.com/)
15:09:10	218965/218965	---M-Z	200	added ('OK')	text/html	etag:W/%22ba97182bde1bbffb56bb6d69fea56b5b%22	https://nhanmavach.com/tin-tuc	D:/Copy_Web/Clone_PDA/nhanmavach.com/tin-tuc.html	(from https://nhanmavach.com/)
15:09:11	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:W/%22a7212014df5c0e85a0734cb43fa93b0a%22	https://nhanmavach.com/ribbon-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/ribbon-ma-vach.56.delayed	(from https://nhanmavach.com/)
15:09:25	126988/126988	---M--	200	added ('OK')	image/png	date:Thu,%2030%20May%202024%2008:09:13%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/slider_1.png?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/slider_13f27.png	(from https://nhanmavach.com/)
15:09:30	72832/72832	---M--	200	added ('OK')	image/png	date:Thu,%2030%20May%202024%2008:09:21%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/slider_4.png?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/slider_43f27.png	(from https://nhanmavach.com/)
15:09:30	141703/141703	---M--	200	added ('OK')	image/png	date:Thu,%2030%20May%202024%2008:09:13%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/slider_2.png?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/slider_23f27.png	(from https://nhanmavach.com/)
15:09:30	147381/147381	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202024%2000:41:15%20GMT	http://bizweb.dktcdn.net/100/308/526/themes/802758/assets/slider_3.png?1695637573635	D:/Copy_Web/Clone_PDA/bizweb.dktcdn.net/100/308/526/themes/802758/assets/slider_33f27.png	(from https://nhanmavach.com/)
15:09:33	0/-1	---M--	301	error ('')			https://nhanmavach.com/ribbon-ma-vach	D:/Copy_Web/Clone_PDA/nhanmavach.com/ribbon-ma-vach.5c.delayed	(from https://nhanmavach.com/)
